时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本                参考盈亏                市值                交易板块
15:12:30.991    56135092        000513          丽珠集团        57600           57600           44.2232                 181254.090              2728512.000             00
15:12:30.991    56135092        000526          紫光学大        0               0               0.0000                  290522.970              0.000                   00
15:12:30.991    56135092        000657          中钨高新        63600           63600           6.1518                  -9653.370               381600.000              00
15:12:30.991    56135092        002106          莱宝高科        70700           70700           11.7940                 45671.560               879508.000              00
15:12:30.991    56135092        002293          罗莱生活        40520           40520           9.6058                  -11580.080              377646.400              00
15:12:30.991    56135092        002312          三泰控股        100050          100050          4.9405                  -32064.890              462231.000              00
15:12:30.991    56135092        002327          富安娜          94700           94700           7.0685                  -14066.130              655324.000              00
15:12:30.991    56135092        002352          顺丰控股        0               32500           55.7945                 -5669.770               1807650.000             00
15:12:30.991    56135092        002484          江海股份        290400          290400          9.4381                  -28476.080              2712336.000             00
15:12:30.991    56135092        002555          三七互娱        104400          119400          41.1130                 282624.560              5191512.000             00
15:12:30.991    56135092        002568          百润股份        24800           24800           43.8430                 -10738.230              1076568.000             00
15:12:30.991    56135092        002626          金达威          32871           167971          24.8022                 23152.770               4189196.740             00
15:12:30.991    56135092        002705          新宝股份        6300            6300            23.7865                 79149.840               229005.000              00
15:12:30.991    56135092        002706          良信电器        0               0               0.0000                  134351.070              0.000                   00
15:12:30.991    56135092        002714          牧原股份        12310           12310           69.1471                 84235.760               935436.900              00
15:12:30.991    56135092        002777          久远银海        89880           89880           28.7692                 32428.740               2618204.400             00
15:12:30.991    56135092        002812          恩捷股份        73131           73131           59.2036                 494102.850              4823720.760             00
15:12:30.991    56135092        002821          凯莱英          22500           22500           218.9626                387616.200              5314275.000             00
15:12:30.991    56135092        002829          星网宇达        49500           49500           31.4382                 -78119.590              1478070.000             00
15:12:30.991    56135092        002861          瀛通通讯        30100           30100           27.4425                 -34990.930              791028.000              00
15:12:30.991    56135092        002880          卫光生物        43150           43150           60.6768                 137354.660              2755559.000             00
15:12:30.991    56135092        002891          中宠股份        39400           39400           39.2357                 101034.000              1646920.000             00
15:12:30.991    56135092        002901          大博医疗        18500           21500           92.8388                 411535.580              2407570.000             00
15:12:30.991    56135092        002912          中新赛克        13700           13700           153.9957                4854.230                2114595.000             00
15:12:30.991    56135092        002913          奥士康          20300           20300           52.6389                 72290.910               1140860.000             00
15:12:30.991    56135092        002916          深南电路        16700           16700           153.6883                94383.810               2660978.000             00
15:12:30.991    56135092        002938          鹏鼎控股        50600           50600           48.9953                 135339.780              2614502.000             00
15:12:30.991    56135092        002947          恒铭达          73900           73900           57.5933                 -30541.490              4225602.000             00
15:12:30.991    56135092        300036          超图软件        107100          107100          23.8472                 112754.890              2666790.000             00
15:12:30.991    56135092        300119          瑞普生物        191000          191000          20.4406                 202339.290              4106500.000             00
15:12:30.991    56135092        300138          晨光生物        25200           25200           12.1444                 141.840                 306180.000              00
15:12:30.991    56135092        300196          长海股份        34000           34000           10.8382                 59.880                  368560.000              00
15:12:30.991    56135092        300258          精锻科技        22900           22900           11.2738                 -5812.070               252358.000              00
15:12:30.991    56135092        300327          中颖电子        99800           99800           29.8093                 180707.000              3155676.000             00
15:12:30.991    56135092        300395          菲利华          87500           87500           27.2556                 274258.940              2659125.000             00
15:12:30.991    56135092        300396          迪瑞医疗        58000           58000           26.1067                 45433.380               1559620.000             00
15:12:30.991    56135092        300423          鲁亿通          75900           75900           14.6010                 -167052.580             941160.000              00
15:12:30.991    56135092        300440          运达科技        141300          141300          10.1117                 -100558.270             1328220.000             00
15:12:30.991    56135092        300462          华铭智能        30500           30500           21.8677                 9524.260                676490.000              00
15:12:30.991    56135092        300476          胜宏科技        64900           64900           23.3138                 28309.140               1541375.000             00
15:12:30.991    56135092        300504          天邑股份        131300          131300          26.1632                 2210.360                3437434.000             00
15:12:30.991    56135092        300548          博创科技        17400           17400           28.9596                 504085.060              1007982.000             00
15:12:30.991    56135092        300552          万集科技        51180           51180           41.3883                 -81291.160              2036964.000             00
15:12:30.991    56135092        300559          佳发教育        127650          127650          21.2501                 -6396.250               2706180.000             00
15:12:30.991    56135092        300566          激智科技        75800           75800           25.5047                 139118.980              2072372.000             00
15:12:30.991    56135092        300572          安车检测        24800           24800           57.7104                 56781.080               1488000.000             00
15:12:30.991    56135092        300577          开润股份        24300           24300           28.2424                 -12693.410              673596.000              00
15:12:30.991    56135092        300607          拓斯达          24500           24500           75.0937                 -151256.180             1688540.000             00
15:12:30.991    56135092        300628          亿联网络        35300           35300           62.1033                 136845.990              2329094.000             00
15:12:30.991    56135092        300673          佩蒂股份        75000           75000           36.6104                 212968.420              2958750.000             00
15:12:30.991    56135092        300682          朗新科技        12100           12100           17.4203                 -9805.030               200981.000              00
15:12:30.991    56135092        300687          赛意信息        25900           25900           18.7634                 64402.100               550375.000              00
15:12:30.991    56135092        300695          兆丰股份        19100           19100           73.4825                 81126.360               1484643.000             00
15:12:30.991    56135092        300696          爱乐达          25150           25150           30.7340                 116344.340              889304.000              00
15:12:30.991    56135092        300715          凯伦股份        102300          102300          39.0027                 271838.580              4261818.000             00
15:12:30.991    56135092        300725          药石科技        48900           50900           102.6700                1000692.780             6226597.000             00
15:12:30.991    56135092        300737          科顺股份        60400           60400           18.2721                 34904.340               1138540.000             00
15:12:30.991    56135092        300739          明阳电路        91350           91350           18.6047                 140247.220              1839789.000             00
15:12:30.991    56135092        300741          华宝股份        41478           41478           32.5812                 81245.140               1432650.120             00
15:12:30.991    56135092        300770          新媒股份        15800           15800           197.3088                294056.810              3411536.000             00
15:12:30.991    56135092        300771          智莱科技        36320           36320           41.2764                 -127714.320             1371443.200             00
15:12:30.991    56135092        380138          晨光配债        126             126             0.0000                  0.000                   0.000                   00
15:12:30.991    56135092        511990          华宝添益        17              17              -19451.3059             332371.843              1699.643                10
15:12:30.991    56135092        600486          扬农化工        23500           23500           82.9283                 6384.150                1955200.000             10
15:12:30.991    56135092        600754          锦江酒店        31200           31200           30.1114                 -32179.160              907296.000              10
15:12:30.991    56135092        600809          山西汾酒        39600           39600           132.7540                227540.890              5484600.000             10
15:12:30.991    56135092        600845          宝信软件        77000           77000           54.2207                 476577.600              4651570.000             10
15:12:30.991    56135092        600850          华东电脑        90892           90892           23.0659                 15823.340               2112330.080             10
15:12:30.991    56135092        600926          杭州银行        261528          261528          8.9049                  -16977.170              2311907.520             10
15:12:30.991    56135092        600933          爱柯迪          69900           69900           13.1049                 4548.000                920583.000              10
15:12:30.991    56135092        601100          恒立液压        11400           11400           70.0182                 67166.400               865374.000              10
15:12:30.991    56135092        601799          星宇股份        35500           35500           114.6146                260408.010              4329225.000             10
15:12:30.991    56135092        603018          中设集团        39080           39080           12.5123                 -107950.920             381030.000              10
15:12:30.991    56135092        603039          泛微网络        5839            5839            64.3433                 35248.400               410948.820              10
15:12:30.991    56135092        603096          新经典          25438           25438           61.1810                 -59550.210              1496771.920             10
