账户,证券代码,证券名称,买卖,成交量,成交均价,成交金额
"9912900268","002163.SZ","海南发展","买入","131600","15.3590425797872","2021250.0035"
"32200000899","002163.SZ","海南发展","买入","32800","15.7886585365854","517868"
"9912900268","600515.SH","海航基础","买入","133200","7.18559309309309","957121"
"32200000899","002163.SZ","海南发展","卖出","32800","15.7153658536585","515464"
"9912900268","600515.SH","海航基础","卖出","133200","7.18058558558559","956454"
"32200000899","601818.SH","光大银行","买入","0","0","0"
"9912900268","002163.SZ","海南发展","卖出","103400","15.8121856866538","1634980"
"8009205008","688981.SH","中芯国际","融券卖出","10300","75.8991262135922","781761"
"9912900268","000796.SZ","凯撒旅业","卖出","138300","16.3178742559653","2256762.0096"
"8009205008","600584.SH","长电科技","卖出","70100","42.0405278174037","2947041"
"9912900268","000796.SZ","凯撒旅业","买入","138300","15.9521259566161","2206179.0198"
"8009205008","002185.SZ","华天科技","卖出","39300","16.03","629979"
"9912900268","000987.SZ","越秀金控","卖出","60000","22.2533333333333","1335200"
"9912900268","000987.SZ","越秀金控","买入","60000","22.1966666666667","1331800"
"1900712962","300299.SZ","富春股份","买入","92200","11.8731561334056","1094704.9955"
"1900712962","002683.SZ","宏大爆破","买入","2100","55.8114285238095","117203.9999"
"1900712962","002867.SZ","周大生","卖出","900","28.8","25920"
"1900712962","300181.SZ","佐力药业","卖出","23900","6.88246848535565","164490.9968"
"1900712962","601949.SH","中国出版","卖出","33600","6.34589285714286","213222"
"1900712962","300374.SZ","恒通科技","卖出","800","17.24","13792"
"1900712962","002157.SZ","正邦科技","卖出","10400","21.3152885480769","221679.0009"
"1900712962","002020.SZ","京新药业","买入","26200","15.0628625954198","394647"
"8009205008","600584.SH","长电科技","买入","70100","41.9703247503566","2942119.765"
"8009205008","002185.SZ","华天科技","买入","39300","16.01","629193"
"1900712962","300204.SZ","舒泰神","卖出","400","13.01","5204"
"1900712962","300118.SZ","东方日升","卖出","11000","18.0985454545455","199084"
"1900712962","300212.SZ","易华录","卖出","2700","49.9392592962963","134836.0001"
"1900712962","600422.SH","昆药集团","买入","23300","11.2521030042918","262174"
"1900712962","603650.SH","彤程新材","卖出","6300","33.7588888888889","212681"
"1900712962","300182.SZ","捷成股份","买入","75700","5.09706737120211","385848"
"7900000219","600161.SH","天坛生物","买入","3700","48.3286486486486","178816"
"7900000219","600774.SH","汉商集团","买入","7300","14.5905479452055","106511"
"7900000219","601020.SH","华钰矿业","卖出","5200","13.6953846153846","71216"
"7900000219","600316.SH","洪都航空","卖出","2900","26.1824137931035","75929"
"7900000219","002425.SZ","凯撒文化","卖出","168800","14.1881753418246","2394963.9977"
"7900000219","600596.SH","新安股份","买入","400","9.13","3652"
"7900000219","300634.SZ","彩讯股份","买入","8000","25.3718750125","202975.0001"
"7900000219","002020.SZ","京新药业","买入","26800","15.0575747014925","403543.002"
"7900000219","002064.SZ","华峰氨纶","买入","10900","6.92064220183486","75435"
"7900000219","300395.SZ","菲利华","买入","1700","41.6517647058824","70808"
"1900712962","600089.SH","特变电工","买入","26000","8.6475","224835"
"7900000219","002406.SZ","远东传动","买入","10300","6.7952427184466","69991"
"7900000219","300757.SZ","罗博特科","买入","300","44.7","13410"
"7900000219","002410.SZ","广联达","买入","2400","74.880833375","179714.0001"
"7900000219","002712.SZ","思美传媒","买入","6400","7.601875","48652"
"7900000219","002429.SZ","兆驰股份","买入","28600","6.88048951048951","196782"
"7900000219","002375.SZ","亚厦股份","买入","4100","14.2370732682927","58372.0004"
"7900000219","300273.SZ","和佳医疗","卖出","73000","6.62757534246575","483813"
"7900000219","300202.SZ","聚龙股份","卖出","15200","13.9504605263158","212047"
"7900000219","601799.SH","星宇股份","买入","200","143.86","28772"
"7900000219","300366.SZ","创意信息","买入","26800","14.2980597425373","383188.0011"
"7900000219","000733.SZ","振华科技","买入","3700","37.3321621621622","138129"
"1900712962","300525.SZ","博思软件","买入","3600","45.375","163350"
"7900000219","002705.SZ","新宝股份","买入","1500","49.7493333333333","74624"
"7900000219","000612.SZ","焦作万方","卖出","153200","8.20347256396867","1256771.9968"
"7900000219","603131.SH","上海沪工","买入","700","20.4257142857143","14298"
"7900000219","300194.SZ","福安药业","买入","10300","6.27398058252427","64622"
"7900000219","300088.SZ","长信科技","买入","15100","11.8903311258278","179544"
"7900000219","002038.SZ","双鹭药业","买入","500","13.69","6845"
"7900000219","300083.SZ","创世纪","买入","19100","10.1103142617801","193107.0024"
