账户,证券代码,证券名称,买卖,成交量,成交均价,成交金额
"8009205008","601108.SH","财通证券","买入","120000","13.2590585","1591087.02"
"7900000219","600532.SH","宏达矿业","卖出","54000","10.3495740444444","558876.9984"
"8009214188","688126.SH","沪硅产业","买入","60000","38.5857066","2315142.396"
"1900712962","002867.SZ","周大生","买入","6000","28.3458333333333","170075"
"8009214188","688126.SH","沪硅产业","融券卖出","24000","37.745","905880"
"1900712962","300349.SZ","金卡智能","卖出","13100","15.1914503664122","199007.9998"
"9912900268","600501.SH","航天晨光","卖出","32800","13.6384453658537","447341.008"
"8009214188","688126.SH","沪硅产业","卖出","36000","39.464238","1420712.568"
"1900712962","002699.SZ","美盛文化","卖出","35500","6.27766195492958","222856.9994"
"9912900268","600501.SH","航天晨光","买入","32800","13.5537806829268","444564.0064"
"52300000322","300366.SZ","创意信息","买入","10000","13.94","139400"
"20300226218","002797.SZ","第一创业","买入","78900","10.120164765526","798481"
"1900712962","002755.SZ","奥赛康","卖出","10400","19.6682692307692","204550"
"1900712962","002382.SZ","蓝帆医疗","买入","6700","28.4665671641791","190726"
"1900712962","002250.SZ","联化科技","买入","7500","26.46293332","198471.9999"
"8009205008","601108.SH","财通证券","融券卖出","60000","13.055","783300"
"52300000322","600316.SH","洪都航空","买入","24800","27.2550806451613","675926"
"1900712962","603229.SH","奥翔药业","买入","1600","40.439375","64703"
"20300226218","002797.SZ","第一创业","卖出","78900","10.1728898555133","802641.0096"
"52300000322","600316.SH","洪都航空","卖出","24800","27.7122580645161","687264"
"1900712962","002032.SZ","苏泊尔","买入","2400","84.7820833333333","203477"
"1900712962","300194.SZ","福安药业","卖出","39200","5.67900510204082","222617"
"1900712962","300496.SZ","中科创达","买入","2100","95.042380952381","199589"
"1900712962","300395.SZ","菲利华","买入","5100","38.7876470588235","197817"
"1900712962","300212.SZ","易华录","买入","4000","50.09475","200379"
"7900000219","300496.SZ","中科创达","买入","5700","94.5584210526316","538983"
"1900712962","002204.SZ","大连重工","卖出","41400","5.23036235024155","216537.0013"
"9912900268","002515.SZ","金字火腿","卖出","0","0","0"
"7900000219","000967.SZ","盈峰环境","卖出","4300","9.032093","38837.9999"
