账户,备注,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比率,参考盈亏,SymbolFull
20300226218,lh29,000070,特发信息,207700,174800,174800,0,0,32900,11.63,12.44,4.54%,2174511.93,6.94%,141172.60,000070.SZ
20300226218,lh29,000591,太阳能,458500,166500,166500,0,0,292000,2.82,5.52,9.96%,919080.00,96.06%,450307.74,000591.SZ
20300226218,lh29,000603,盛达资源,45600,32900,32900,0,0,12700,18.82,17.98,-3.13%,591541.98,-4.46%,-27634.96,000603.SZ
20300226218,lh29,000639,西王食品,77200,60600,60600,0,0,16600,6.12,6.68,-4.98%,404807.99,9.10%,33750.74,000639.SZ
20300226218,lh29,000710,贝瑞基因,100,100,100,0,0,0,88.20,81.86,-9.99%,8186.00,-7.19%,-634.10,000710.SZ
20300226218,lh29,000732,泰禾集团,167100,167100,167100,0,0,0,6.45,5.56,-4.14%,929075.99,-13.85%,-149387.41,000732.SZ
20300226218,lh29,000786,北新建材,9100,9100,9100,0,0,0,29.00,30.62,-0.75%,278642.01,5.60%,14778.41,000786.SZ
20300226218,lh29,000795,英洛华,49200,49200,49200,0,0,0,6.88,6.53,-2.10%,321276.01,-5.11%,-17318.39,000795.SZ
20300226218,lh29,002020,京新药业,168000,168000,168000,0,0,0,14.88,14.73,-2.64%,2474639.92,-0.98%,-24528.08,002020.SZ
20300226218,lh29,002028,思源电气,89000,82700,82700,0,0,6300,27.51,28.29,-0.88%,2339583.08,2.83%,64351.59,002028.SZ
20300226218,lh29,002182,云海金属,97000,87800,87800,0,0,9200,12.12,12.56,-1.10%,1102768.04,3.64%,38769.44,002182.SZ
20300226218,lh29,002225,濮耐股份,45600,45600,45600,0,0,0,4.71,4.70,-0.42%,214319.99,-0.23%,-501.61,002225.SZ
20300226218,lh29,002386,天原集团,83800,51900,51900,0,0,31900,5.53,6.73,-5.87%,349287.00,21.65%,62160.73,002386.SZ
20300226218,lh29,002449,国星光电,83900,23200,23200,0,0,60700,12.84,14.14,-7.03%,328048.01,10.15%,30239.35,002449.SZ
