账户,备注,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比率,参考盈亏,SymbolFull
20300226218,lh29,000066,中国长城,71600,71600,71600,0,0,0,17.26,17.18,-0.75%,1230088.02,-0.49%,-6014.38,000066.SZ
20300226218,lh29,000400,许继电气,8000,0,0,0,0,8000,--,14.55,-1.02%,0.00,--,0.00,000400.SZ
20300226218,lh29,000584,哈工智能,63800,63800,63800,0,0,0,6.47,6.44,-1.53%,410872.00,-0.48%,-1977.80,000584.SZ
20300226218,lh29,000592,平潭发展,492400,447100,447100,0,0,45300,3.82,3.54,1.14%,1582733.98,-7.21%,-123014.66,000592.SZ
20300226218,lh29,000733,振华科技,41500,41500,41500,0,0,0,30.61,32.49,3.74%,1348335.07,6.16%,78186.07,000733.SZ
20300226218,lh29,000788,北大医药,44600,22800,22800,0,0,21800,7.38,7.26,-1.36%,165528.01,-1.69%,-2845.82,000788.SZ
20300226218,lh29,000807,云铝股份,79600,0,0,0,0,79600,--,6.43,-1.38%,0.00,--,0.00,000807.SZ
20300226218,lh29,000987,越秀金控,39200,39200,39200,0,0,0,21.20,22.09,4.00%,865928.01,4.21%,35005.61,000987.SZ
20300226218,lh29,002013,中航机电,60500,5500,5500,0,0,55000,9.44,10.57,-1.49%,58135.00,12.00%,6226.57,002013.SZ
20300226218,lh29,002049,紫光国微,9900,9900,9900,0,0,0,124.22,126.19,0.15%,1249281.02,1.59%,19512.92,002049.SZ
20300226218,lh29,002104,恒宝股份,26900,26900,26900,0,0,0,10.24,10.39,5.70%,279491.01,1.50%,4142.61,002104.SZ
20300226218,lh29,002156,通富微电,35600,0,0,0,0,35600,--,26.09,-1.17%,0.00,--,0.00,002156.SZ
20300226218,lh29,002191,劲嘉股份,36700,1400,1400,0,0,35300,19.73,11.24,-1.14%,15736.00,-43.03%,-11887.39,002191.SZ
20300226218,lh29,002214,大立科技,8300,0,0,0,0,8300,--,28.12,-1.47%,0.00,--,0.00,002214.SZ
20300226218,lh29,002225,濮耐股份,45600,45600,45600,0,0,0,4.71,4.54,0.89%,207024.00,-3.63%,-7797.60,002225.SZ
20300226218,lh29,002352,顺丰控股,13400,13400,12400,0,1000,1000,64.92,67.98,1.03%,910932.04,4.72%,41069.49,002352.SZ
20300226218,lh29,002382,蓝帆医疗,30300,30300,30300,0,0,0,29.46,30.77,3.19%,932331.01,4.43%,39571.81,002382.SZ
20300226218,lh29,002409,雅克科技,11600,800,800,0,0,10800,66.86,58.64,1.68%,46912.00,-12.29%,-6573.20,002409.SZ
20300226218,lh29,002415,海康威视,25400,25400,25400,0,0,0,36.66,36.72,-0.73%,932688.03,0.16%,1447.83,002415.SZ
20300226218,lh29,002425,凯撒文化,23200,23200,23200,0,0,0,13.39,13.50,1.58%,313200.00,0.82%,2552.00,002425.SZ
20300226218,lh29,002515,金字火腿,42200,42200,42200,0,0,0,8.30,7.54,6.50%,318188.00,-9.16%,-32072.00,002515.SZ
20300226218,lh29,002555,三七互娱,100,100,100,0,0,0,345.76,43.83,0.76%,4383.00,-87.32%,-30192.60,002555.SZ
20300226218,lh29,002570,贝因美,32400,32400,32400,0,0,0,7.97,7.66,0.79%,248184.00,-3.89%,-10044.00,002570.SZ
20300226218,lh29,002637,赞宇科技,23900,0,0,0,0,23900,--,11.96,-2.53%,0.00,--,0.00,002637.SZ
20300226218,lh29,002745,木林森,34900,75,75,0,0,34825,1138.63,16.96,5.54%,1272.00,-98.51%,-84125.21,002745.SZ
20300226218,lh29,002940,昂利康,5000,5000,4600,0,400,400,66.23,63.00,-4.83%,315000.00,-4.87%,-16135.58,002940.SZ
20300226218,lh29,300083,创世纪,53500,1300,1300,0,0,52200,52.39,8.97,6.91%,11661.00,-82.88%,-56445.42,300083.SZ
20300226218,lh29,300085,银之杰,10000,10000,10000,0,0,0,21.17,21.42,0.19%,214200.00,1.20%,2540.00,300085.SZ
20300226218,lh29,300118,东方日升,83800,83800,83800,0,0,0,18.52,18.09,-4.24%,1515942.01,-2.32%,-35950.19,300118.SZ
20300226218,lh29,300144,宋城演艺,2600,0,0,0,0,2600,--,18.49,0.38%,0.00,--,0.00,300144.SZ
20300226218,lh29,300148,天舟文化,132590,132590,132590,0,0,0,5.33,4.99,0.81%,661624.07,-6.29%,-44417.68,300148.SZ
20300226218,lh29,300149,量子生物,32200,21000,21000,0,0,11200,19.91,18.93,-0.05%,397530.01,-4.90%,-20502.04,300149.SZ
20300226218,lh29,300151,昌红科技,72200,72200,72200,0,0,0,17.66,18.82,0.64%,1358803.98,6.56%,83679.78,300151.SZ
20300226218,lh29,300303,聚飞光电,41500,41500,11500,0,30000,30000,6.49,6.57,-0.90%,272655.01,1.25%,3356.94,300303.SZ
20300226218,lh29,300346,南大光电,15200,0,0,0,0,15200,--,37.50,-0.77%,0.00,--,0.00,300346.SZ
20300226218,lh29,300366,创意信息,110300,110300,80300,0,30000,30000,12.92,12.82,0.00%,1414045.97,-0.81%,-11505.10,300366.SZ
20300226218,lh29,300485,赛升药业,43900,0,0,0,0,43900,--,19.77,1.91%,0.00,--,0.00,300485.SZ
