账户,备注,代码,名称,昨日余额,当前余额,可用数,冻结数,今日买入,今日卖出,成本价,最新价,涨跌,参考市值,盈亏比率,参考盈亏,SymbolFull
20300226218,lh29,000070,特发信息,207700,207700,207700,0,0,0,11.71,11.90,4.29%,2471629.92,1.66%,40293.72,000070.SZ
20300226218,lh29,000591,太阳能,458500,458500,458500,0,0,0,4.30,5.02,3.08%,2301669.99,16.85%,331953.99,000591.SZ
20300226218,lh29,000603,盛达资源,45600,45600,45600,0,0,0,18.87,18.56,-0.91%,846335.98,-1.62%,-13908.02,000603.SZ
20300226218,lh29,000639,西王食品,77200,77200,77200,0,0,0,6.33,7.03,3.23%,542716.02,11.13%,54348.82,000639.SZ
20300226218,lh29,000710,贝瑞基因,100,100,100,0,0,0,88.20,90.95,1.28%,9095.00,3.12%,274.90,000710.SZ
20300226218,lh29,000732,泰禾集团,167100,167100,167100,0,0,0,6.45,5.80,-2.36%,969180.03,-10.13%,-109283.37,000732.SZ
20300226218,lh29,000786,北新建材,9100,9100,9100,0,0,0,29.00,30.85,0.10%,280735.00,6.39%,16871.40,000786.SZ
20300226218,lh29,000795,英洛华,49200,49200,49200,0,0,0,6.88,6.67,3.73%,328164.00,-3.08%,-10430.40,000795.SZ
20300226218,lh29,002020,京新药业,168000,168000,168000,0,0,0,14.88,15.13,0.87%,2541840.02,1.71%,42672.02,002020.SZ
20300226218,lh29,002028,思源电气,89000,89000,89000,0,0,0,27.61,28.54,0.85%,2540060.08,3.38%,83126.08,002028.SZ
20300226218,lh29,002182,云海金属,97000,97000,97000,0,0,0,12.16,12.70,4.01%,1231899.98,4.42%,52088.98,002182.SZ
20300226218,lh29,002225,濮耐股份,45600,45600,45600,0,0,0,4.71,4.72,1.94%,215231.99,0.19%,410.39,002225.SZ
20300226218,lh29,002386,天原集团,83800,83800,83800,0,0,0,6.01,7.15,5.93%,599170.01,18.99%,95615.81,002386.SZ
20300226218,lh29,002449,国星光电,83900,83900,83900,0,0,0,14.25,15.21,2.42%,1276119.00,6.74%,80544.00,002449.SZ
20300226218,lh29,002515,金字火腿,42200,42200,42200,0,0,0,8.30,8.01,0.25%,338022.01,-3.49%,-12237.99,002515.SZ
20300226218,lh29,002531,天顺风能,188900,188900,188900,0,0,0,7.67,7.71,1.72%,1456419.01,0.50%,7178.21,002531.SZ
20300226218,lh29,002557,洽洽食品,200,200,200,0,0,0,-71.55,59.69,3.09%,11938.00,-183.43%,26247.00,002557.SZ
20300226218,lh29,002570,贝因美,32400,32400,32400,0,0,0,7.97,8.57,8.21%,277667.99,7.53%,19439.99,002570.SZ
20300226218,lh29,002639,雪人股份,40000,40000,40000,0,0,0,8.13,8.24,0.49%,329599.99,1.42%,4599.99,002639.SZ
20300226218,lh29,002653,海思科,47501,47501,47501,0,0,0,28.44,28.90,0.03%,1372778.88,1.62%,21850.44,002653.SZ
20300226218,lh29,002688,金河生物,170120,170120,170120,0,0,0,8.92,9.23,-0.97%,1570207.52,3.53%,53587.72,002688.SZ
