时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本        参考盈亏        市值            板块            
15:09:55.321    3900163523      002392          北京利尔        300             300             4.1108          -48.240         1185.000        00              
15:09:55.321    3900163523      002393          力生制药        1800            1800            21.3837         8471.350        46962.000       00              
15:09:55.321    3900163523      002395          双象股份        200             200             17.0896         158.090         3576.000        00              
15:09:55.321    3900163523      002313          日海智能        0               0               0.0000          301.810         0.000           00              
15:09:55.321    3900163523      002317          众生药业        0               23700           14.2702         5208.820        343413.000      00              
15:09:55.321    3900163523      002324          普利特          33300           62700           14.5565         19655.090       932349.000      00              
15:09:55.321    3900163523      002346          柘中股份        100             100             10.1020         -29.200         981.000         00              
15:09:55.321    3900163523      002351          漫步者          0               88500           20.8595         -4376.450       1841685.000     00              
15:09:55.321    3900163523      002352          顺丰控股        5700            6700            55.6171         19.500          372654.000      00              
15:09:55.321    3900163523      002353          杰瑞股份        2400            4300            30.7427         -484.430        131709.000      00              
15:09:55.321    3900163523      002362          汉王科技        200             600             17.4168         61.910          10512.000       00              
15:09:55.321    3900163523      002368          太极股份        200             300             40.9282         351.540         12630.000       00              
15:09:55.321    3900163523      002371          北方华创        1100            1900            147.0263        39584.060       318934.000      00              
15:09:55.321    3900163523      002281          光迅科技        3800            7100            32.5386         80.810          231105.000      00              
15:09:55.321    3900163523      002283          天润工业        1100            1100            4.5309          -12.000         4972.000        00              
15:09:55.321    3900163523      002287          奇正藏药        12400           12400           20.7509         -2862.660       254448.000      00              
15:09:55.321    3900163523      002292          奥飞娱乐        26800           53600           7.9910          16025.340       444344.000      00              
15:09:55.321    3900163523      002298          中电兴发        500             500             8.2877          -78.830         4065.000        00              
15:09:55.321    3900163523      002299          圣农发展        0               28800           29.1998         -2009.570       838944.000      00              
15:09:55.321    3900163523      002301          齐心集团        2600            3100            17.2657         -2063.710       51460.000       00              
15:09:55.321    3900163523      002304          洋河股份        4900            4900            106.4580        16130.730       537775.000      00              
15:09:55.321    3900163523      002308          威创股份        0               9500            6.8011          749.370         65360.000       00              
15:09:55.321    3900163523      002311          海大集团        900             900             46.8894         459.550         42660.000       00              
15:09:55.321    3900163523      002228          合兴包装        0               0               0.0000          -1168.500       0.000           00              
15:09:55.321    3900163523      002238          天威视讯        2400            2400            11.0047         36.710          26448.000       00              
15:09:55.321    3900163523      002240          威华股份        0               17800           12.0218         1392.670        215380.000      00              
15:09:55.321    3900163523      002241          歌尔股份        6800            35700           24.6297         99970.290       979251.000      00              
15:09:55.321    3900163523      002242          九阳股份        600             1100            34.7142         2184.380        40370.000       00              
15:09:55.321    3900163523      002250          联化科技        29100           29100           19.1812         29939.420       588111.000      00              
15:09:55.321    3900163523      002251          步 步 高        0               4800            12.5930         1521.530        61968.000       00              
15:09:55.321    3900163523      002258          利尔化学        0               6300            16.9329         1493.990        108171.000      00              
15:09:55.321    3900163523      002262          恩华药业        12800           12800           16.3976         -4065.110       205824.000      00              
15:09:55.321    3900163523      002271          东方雨虹        25706           25706           40.3865         -1965.450       1036208.860     00              
15:09:55.321    3900163523      002179          中航光电        600             700             36.4473         232.900         25746.000       00              
15:09:55.321    3900163523      002183          怡 亚 通        0               13400           4.8213          10702.300       75308.000       00              
15:09:55.321    3900163523      002184          海得控制        700             700             13.7114         -105.980        9492.000        00              
15:09:55.321    3900163523      002190          成飞集成        600             600             22.1019         178.840         13440.000       00              
15:09:55.321    3900163523      002208          合肥城建        61200           80100           10.5767         -9351.000       837846.000      00              
15:09:55.321    3900163523      002212          南洋股份        200             700             24.9798         210.170         17696.000       00              
15:09:55.321    3900163523      002213          特 尔 佳        0               900             16.7539         266.510         15345.000       00              
15:09:55.321    3900163523      002215          诺 普 信        100             100             6.0612          -4.120          602.000         00              
15:09:55.321    3900163523      002216          三全食品        700             700             22.8189         168.800         16142.000       00              
15:09:55.321    3900163523      002226          江南化工        0               3700            5.7085          597.500         21719.000       00              
15:09:55.321    3900163523      002106          莱宝高科        0               6000            12.3317         649.730         74640.000       00              
15:09:55.321    3900163523      002120          韵达股份        5000            5000            27.0232         -11066.200      124050.000      00              
15:09:55.321    3900163523      002123          梦网集团        15200           15200           20.1107         3181.490        308864.000      00              
15:09:55.321    3900163523      002126          银轮股份        6500            6600            12.0108         -995.210        78276.000       00              
15:09:55.321    3900163523      002139          拓邦股份        100             100             5.3989          9.110           549.000         00              
15:09:55.321    3900163523      002153          石基信息        2850            3650            36.8594         8397.180        142934.000      00              
15:09:55.321    3900163523      002155          湖南黄金        200             200             7.7374          -11.480         1536.000        00              
15:09:55.321    3900163523      002163          海南发展        0               0               0.0000          -16070.410      0.000           00              
15:09:55.321    3900163523      002169          智光电气        0               17000           10.5371         219.120         179350.000      00              
15:09:55.321    3900163523      002171          楚江新材        2800            6600            8.7495          729.450         58476.000       00              
15:09:55.321    3900163523      002073          软控股份        100             100             3.9908          2.920           402.000         00              
15:09:55.321    3900163523      002074          国轩高科        25100           31700           27.9855         -9685.390       877456.000      00              
15:09:55.321    3900163523      002075          沙钢股份        0               15500           13.1325         2130.710        205685.000      00              
15:09:55.321    3900163523      002078          太阳纸业        2800            4000            9.3923          -169.120        37400.000       00              
15:09:55.321    3900163523      002079          苏州固锝        23600           55900           12.7827         -2387.260       712166.000      00              
15:09:55.321    3900163523      002080          中材科技        18700           73300           15.0968         23687.860       1130286.000     00              
15:09:55.321    3900163523      002084          海鸥住工        6178            15878           9.0924          2660.860        147030.280      00              
15:09:55.321    3900163523      002085          万丰奥威        400             400             6.3613          -24.510         2520.000        00              
15:09:55.321    3900163523      002099          海翔药业        11800           23600           7.7543          -1990.320       181012.000      00              
15:09:55.321    3900163523      002100          天康生物        0               10300           15.1124         593.760         156251.000      00              
15:09:55.321    3900163523      002034          旺能环境        1300            1300            24.5576         -8329.850       23595.000       00              
15:09:55.321    3900163523      002036          联创电子        10500           23000           11.9523         3397.780        278300.000      00              
15:09:55.321    3900163523      002038          双鹭药业        1600            2900            12.2011         -3.080          35380.000       00              
15:09:55.321    3900163523      002039          黔源电力        6600            6600            15.3743         6769.550        108240.000      00              
15:09:55.321    3900163523      002042          华孚时尚        2100            2100            6.4646          -681.720        12894.000       00              
15:09:55.321    3900163523      002044          美年健康        0               38500           13.3771         10508.570       525525.000      00              
15:09:55.321    3900163523      002045          国光电器        1200            1200            8.6355          1709.350        12072.000       00              
15:09:55.321    3900163523      002047          宝鹰股份        1700            1700            4.7552          110.160         8194.000        00              
15:09:55.321    3900163523      002050          三花智控        7700            40000           21.4125         25900.770       882400.000      00              
15:09:55.321    3900163523      002059          云南旅游        200             3000            4.6247          -14.100         13860.000       00              
15:09:55.321    3900163523      000976          华铁股份        10800           16200           5.2357          -1063.820       83754.000       00              
15:09:55.321    3900163523      000990          诚志股份        200             4400            12.4558         62.360          54868.000       00              
15:09:55.321    3900163523      000999          华润三九        500             500             28.4557         182.150         14410.000       00              
15:09:55.321    3900163523      002001          新 和 成        0               0               0.0000          564.130         0.000           00              
15:09:55.321    3900163523      002007          华兰生物        4000            4000            42.6645         24541.840       195200.000      00              
15:09:55.321    3900163523      002010          传化智联        200             200             5.6912          -20.230         1118.000        00              
15:09:55.321    3900163523      002025          航天电器        700             5900            30.9489         16113.410       198712.000      00              
15:09:55.321    3900163523      002029          七 匹 狼        800             800             5.2073          -13.830         4152.000        00              
15:09:55.321    3900163523      002030          达安基因        20              46220           26.1134         59929.560       1266890.200     00              
15:09:55.321    3900163523      002032          苏 泊 尔        4100            4100            66.7203         10084.620       283638.000      00              
15:09:55.321    3900163523      000921          海信家电        200             2500            11.6212         -152.910        28900.000       00              
15:09:55.321    3900163523      000923          河钢资源        600             600             12.9193         -101.550        7650.000        00              
15:09:55.321    3900163523      000931          中 关 村        6300            9100            10.7619         4350.420        102284.000      00              
15:09:55.321    3900163523      000933          神火股份        1800            1800            4.1259          7.340           7434.000        00              
15:09:55.321    3900163523      000936          华西股份        0               16600           12.5727         11243.440       219950.000      00              
15:09:55.321    3900163523      000948          南天信息        300             300             12.4325         290.250         4020.000        00              
15:09:55.321    3900163523      000951          中国重汽        2200            2500            28.8207         -426.650        71625.000       00              
15:09:55.321    3900163523      000959          首钢股份        0               59700           4.4529          6990.710        272829.000      00              
15:09:55.321    3900163523      000960          锡业股份        200             300             8.5817          29.490          2604.000        00              
15:09:55.321    3900163523      000967          盈峰环境        3700            7300            8.2830          -1336.080       59130.000       00              
15:09:55.321    3900163523      000863          三湘印象        800             1900            4.2272          -108.610        7923.000        00              
15:09:55.321    3900163523      000869          张 裕Ａ         600             1200            25.6336         7111.740        37872.000       00              
15:09:55.321    3900163523      000876          新 希 望        600             600             27.8306         353.640         17052.000       00              
15:09:55.321    3900163523      000877          天山股份        16200           94000           15.2081         -7340.370       1422220.000     00              
15:09:55.321    3900163523      000878          云南铜业        900             1700            10.2594         273.060         17714.000       00              
15:09:55.321    3900163523      000881          中广核技        400             700             7.4174          50.850          5243.000        00              
15:09:55.321    3900163523      000910          大亚圣象        37129           37129           15.6052         20227.030       599633.350      00              
15:09:55.321    3900163523      000913          钱江摩托        0               1400            10.3046         4543.570        18970.000       00              
15:09:55.321    3900163523      000915          山大华特        14700           14700           33.9403         -13381.810      485541.000      00              
15:09:55.321    3900163523      000919          金陵药业        100             100             6.6413          8.870           673.000         00              
15:09:55.321    3900163523      000739          普洛药业        8100            8100            22.2912         1124.570        181683.000      00              
15:09:55.321    3900163523      000768          中航飞机        100             100             16.6826         107.740         1776.000        00              
15:09:55.321    3900163523      000799          酒鬼酒          0               0               0.0000          40855.770       0.000           00              
15:09:55.321    3900163523      000800          一汽解放        3000            3000            11.5190         -1286.910       33270.000       00              
15:09:55.321    3900163523      000801          四川九洲        1400            1400            5.9355          -63.660         8246.000        00              
15:09:55.321    3900163523      000811          冰轮环境        600             600             6.0745          -20.720         3624.000        00              
15:09:55.321    3900163523      000826          启迪环境        100             100             7.5715          -5.150          752.000         00              
15:09:55.321    3900163523      000829          天音控股        0               5300            6.5362          2935.330        37577.000       00              
15:09:55.321    3900163523      000851          高鸿股份        8800            18100           7.9247          458.180         143895.000      00              
15:09:55.321    3900163523      000858          五 粮 液        3300            3300            154.0488        45972.920       554334.000      00              
15:09:55.321    3900163523      000672          上峰水泥        100             200             23.4697         -59.940         4634.000        00              
15:09:55.321    3900163523      000681          视觉中国        3200            4700            20.5381         -3939.300       92590.000       00              
15:09:55.321    3900163523      000688          国城矿业        1200            1200            18.6737         -472.480        21936.000       00              
15:09:55.321    3900163523      000703          恒逸石化        1100            1100            9.1436          -312.010        9746.000        00              
15:09:55.321    3900163523      000708          中信特钢        2100            3200            17.2705         -545.530        54720.000       00              
15:09:55.321    3900163523      000710          贝瑞基因        1600            1600            64.1442         -1670.700       100960.000      00              
15:09:55.321    3900163523      000712          锦龙股份        100             200             12.2975         70.510          2530.000        00              
15:09:55.321    3900163523      000733          振华科技        100             300             21.5276         114.710         6573.000        00              
15:09:55.321    3900163523      000736          中交地产        21550           26350           6.3389          6352.030        173383.000      00              
15:09:55.321    3900163523      000738          航发控制        0               0               0.0000          29.090          0.000           00              
15:09:55.321    3900163523      000568          泸州老窖        5800            5800            89.6459         21078.030       541024.000      00              
15:09:55.321    3900163523      000582          北部湾港        800             1500            10.7715         402.780         16560.000       00              
15:09:55.321    3900163523      000596          古井贡酒        3900            3900            142.8868        31641.550       588900.000      00              
15:09:55.321    3900163523      000599          青岛双星        100             100             4.0370          51.300          455.000         00              
15:09:55.321    3900163523      000600          建投能源        100             100             4.8252          20.480          503.000         00              
15:09:55.321    3900163523      000625          长安汽车        5100            7800            11.4115         -167.480        88842.000       00              
15:09:55.321    3900163523      000636          风华高科        14300           21500           28.6759         38142.580       654675.000      00              
15:09:55.321    3900163523      000656          金科股份        400             700             7.7658          23.910          5460.000        00              
15:09:55.321    3900163523      000657          中钨高新        100             100             6.1412          -14.120         600.000         00              
15:09:55.321    3900163523      000666          经纬纺机        300             300             9.1919          23.440          2781.000        00              
15:09:55.321    3900163523      000503          国新健康        3700            3700            11.5701         369.490         43179.000       00              
15:09:55.321    3900163523      000513          丽珠集团        5000            5000            46.6935         3382.310        236850.000      00              
15:09:55.321    3900163523      000516          国际医学        600             600             4.0408          -12.480         2412.000        00              
15:09:55.321    3900163523      000524          岭南控股        200             200             6.2213          -8.250          1236.000        00              
15:09:55.321    3900163523      000534          万泽股份        300             300             33.6424         -7203.730       2889.000        00              
15:09:55.321    3900163523      000537          广宇发展        1900            1900            7.4231          -271.830        13832.000       00              
15:09:55.321    3900163523      000546          金圆股份        800             1300            10.7231         -628.070        13312.000       00              
15:09:55.321    3900163523      000550          江铃汽车        1300            1300            12.5087         -50.250         16211.000       00              
15:09:55.321    3900163523      000559          万向钱潮        300             300             4.9110          -12.290         1461.000        00              
15:09:55.321    3900163523      000567          海德股份        0               0               0.0000          312.500         0.000           00              
15:09:55.321    3900163523      000039          中集集团        100             400             7.3565          25.410          2968.000        00              
15:09:55.321    3900163523      000042          中洲控股        2600            2600            10.1725         -240.580        26208.000       00              
15:09:55.321    3900163523      000048          京基智农        100             100             24.8550         -4.500          2481.000        00              
15:09:55.321    3900163523      000049          德赛电池        4500            11300           48.0722         22800.900       566017.000      00              
15:09:55.321    3900163523      000089          深圳机场        200             200             7.6565          -15.300         1516.000        00              
15:09:55.321    3900163523      000090          天健集团        12100           14800           6.5024          3072.240        99308.000       00              
15:09:55.321    3900163523      000100          TCL科技         137600          150400          5.8865          39623.900       924960.000      00              
15:09:55.321    3900163523      000403          双林生物        3000            14300           72.9468         12916.180       1056055.000     00              
15:09:55.321    3900163523      000423          东阿阿胶        900             900             34.8068         2666.860        33993.000       00              
15:09:55.321    3900163523      000426          兴业矿业        10100           59100           6.8907          547.190         407790.000      00              
15:09:55.321    3900163523      000009          中国宝安        15900           31800           7.8866          2970.850        253764.000      00              
15:09:55.321    3900163523      000011          深物业A         12600           28500           15.6834         -2377.530       444600.000      00              
15:09:55.321    3900163523      000030          富奥股份        3800            39500           6.2822          1494.310        249640.000      00              
15:09:55.321    3900163523      000032          深桑达Ａ        400             700             19.0952         -171.670        13195.000       00              
15:09:55.321    3900163523      000035          中国天楹        100             100             4.9610          7.900           504.000         00              
15:09:55.321    3900163523      000036          华联控股        100             100             4.3509          1.910           437.000         00              
15:09:55.321    3900163523      603939          益丰药房        3800            5400            82.3222         17268.290       461808.000      10              
15:09:55.321    3900163523      603960          克来机电        6400            12800           24.6124         25313.400       340352.000      10              
15:09:55.321    3900163523      603979          金诚信          600             1100            10.0595         -65.430         11000.000       10              
15:09:55.321    3900163523      603986          兆易创新        1500            3200            226.7527        33687.440       759296.000      10              
15:09:55.321    3900163523      603987          康德莱          0               0               0.0000          -4897.310       0.000           10              
15:09:55.321    3900163523      603990          麦迪科技        600             2000            37.6826         33354.900       108720.000      10              
15:09:55.321    3900163523      603883          老百姓          0               2100            93.3950         4210.470        200340.000      10              
15:09:55.321    3900163523      603887          城地股份        300             900             22.1560         489.610         20430.000       10              
15:09:55.321    3900163523      603890          春秋电子        0               7200            17.1605         500.280         124056.000      10              
15:09:55.321    3900163523      603896          寿仙谷          0               700             31.9318         607.730         22960.000       10              
15:09:55.321    3900163523      603898          好莱客          1200            1200            16.2285         -2470.250       17004.000       10              
15:09:55.321    3900163523      603899          晨光文具        400             14000           52.5779         4788.770        740880.000      10              
15:09:55.321    3900163523      603912          佳力图          0               1500            22.3262         -504.320        32985.000       10              
15:09:55.321    3900163523      603916          苏博特          900             12100           30.7340         2250.310        374132.000      10              
15:09:55.321    3900163523      603919          金徽酒          0               4900            16.2677         5548.390        85260.000       10              
15:09:55.321    3900163523      603936          博敏电子        700             2000            13.4263         87.460          26940.000       10              
15:09:55.321    3900163523      603839          安正时尚        500             1900            12.6601         493.840         24548.000       10              
15:09:55.321    3900163523      603855          华荣股份        3400            6100            14.5806         9024.370        97966.000       10              
15:09:55.321    3900163523      603858          步长制药        5030            5530            26.0473         9250.180        153291.600      10              
15:09:55.321    3900163523      603859          能科股份        100             800             34.7487         81.030          27880.000       10              
15:09:55.321    3900163523      603866          桃李面包        9200            9200            51.2782         -8355.860       463404.000      10              
15:09:55.321    3900163523      603868          飞科电器        10400           12700           46.4125         7842.050        597281.000      10              
15:09:55.321    3900163523      603871          嘉友国际        300             300             21.3014         158.590         6549.000        10              
15:09:55.321    3900163523      603876          鼎胜新材        12600           12600           14.8018         -11614.960      174888.000      10              
15:09:55.321    3900163523      603881          数据港          0               3000            91.5858         34212.470       308970.000      10              
15:09:55.321    3900163523      603882          金域医学        0               2600            84.4001         4289.640        223730.000      10              
15:09:55.321    3900163523      603799          华友钴业        0               28800           37.5525         40823.550       1122336.000     10              
15:09:55.321    3900163523      603801          志邦家居        800             1400            24.9739         1380.570        36344.000       10              
15:09:55.321    3900163523      603803          瑞斯康达        100             100             10.9324         20.760          1114.000        10              
15:09:55.321    3900163523      603806          福斯特          12900           14800           43.3590         25766.880       667480.000      10              
15:09:55.321    3900163523      603811          诚意药业        2296            6096            26.1809         24317.470       183916.320      10              
15:09:55.321    3900163523      603816          顾家家居        11600           16200           44.9240         1555.850        729324.000      10              
15:09:55.321    3900163523      603818          曲美家居        100             100             8.2934          -12.340         817.000         10              
15:09:55.321    3900163523      603823          百合花          24700           39300           19.1109         -38943.600      712116.000      10              
15:09:55.321    3900163523      603826          坤彩科技        13100           18300           34.2454         -7967.900       618723.000      10              
15:09:55.321    3900163523      603833          欧派家居        2400            4500            115.1026        -3791.880       514170.000      10              
15:09:55.321    3900163523      603712          七一二          2200            2900            35.0133         4630.430        106169.000      10              
15:09:55.321    3900163523      603713          密尔克卫        400             600             94.6982         4315.110        61134.000       10              
15:09:55.321    3900163523      603727          博迈科          100             100             16.8086         47.140          1728.000        10              
15:09:55.321    3900163523      603728          鸣志电器        600             1300            13.5482         54.290          17667.000       10              
15:09:55.321    3900163523      603730          岱美股份        1700            1700            27.4263         10478.370       57103.000       10              
15:09:55.321    3900163523      603733          仙鹤股份        1500            2900            16.1812         605.620         47531.000       10              
15:09:55.321    3900163523      603737          三棵树          900             900             121.4925        4074.790        113418.000      10              
15:09:55.321    3900163523      603739          蔚蓝生物        3800            3800            25.8903         4140.990        102524.000      10              
15:09:55.321    3900163523      603788          宁波高发        200             400             16.4770         -14.800         6576.000        10              
15:09:55.321    3900163523      603797          联泰环保        100             100             11.3725         2.750           1140.000        10              
15:09:55.321    3900163523      603678          火炬电子        2200            2200            26.6008         2770.140        61292.000       10              
15:09:55.321    3900163523      603680          今创集团        1500            1500            10.1494         3240.940        18465.000       10              
15:09:55.321    3900163523      603686          龙马环卫        4800            4800            23.1536         5454.530        116592.000      10              
15:09:55.321    3900163523      603688          石英股份        0               7100            21.0410         16464.600       165856.000      10              
15:09:55.321    3900163523      603690          至纯科技        0               1100            32.6776         7933.640        43879.000       10              
15:09:55.321    3900163523      603699          纽威股份        1000            13900           16.2923         -587.890        225875.000      10              
15:09:55.321    3900163523      603700          宁水集团        8700            8700            30.3904         -1743.720       262653.000      10              
15:09:55.321    3900163523      603707          健友股份        6200            12400           60.8390         -7923.950       746480.000      10              
15:09:55.321    3900163523      603708          家家悦          7200            7200            40.3999         21961.000       312840.000      10              
15:09:55.321    3900163523      603711          香飘飘          400             600             29.9232         -85.940         17868.000       10              
15:09:55.321    3900163523      603611          诺力股份        100             100             21.0046         -40.460         2060.000        10              
15:09:55.321    3900163523      603612          索通发展        600             700             11.6085         92.080          8218.000        10              
15:09:55.321    3900163523      603638          艾迪精密        3600            3600            42.3657         13407.460       165924.000      10              
15:09:55.321    3900163523      603639          海利尔          300             600             20.1494         270.340         12360.000       10              
15:09:55.321    3900163523      603650          彤程新材        12600           26300           22.2287         2663.220        587279.000      10              
15:09:55.321    3900163523      603658          安图生物        0               500             162.0803        5134.830        86175.000       10              
15:09:55.321    3900163523      603659          璞泰来          3700            3700            72.6860         101468.780      370407.000      10              
15:09:55.321    3900163523      603661          XD恒林股        300             3100            50.9483         1090.350        159030.000      10              
15:09:55.321    3900163523      603666          亿嘉和          700             700             124.3301        -12572.050      74459.000       10              
15:09:55.321    3900163523      603669          灵康药业        0               8900            7.9934          -208.340        70933.000       10              
15:09:55.321    3900163523      603586          金麒麟          100             100             16.3036         -32.360         1598.000        10              
15:09:55.321    3900163523      603588          高能环境        2100            3000            11.9460         -437.890        35400.000       10              
15:09:55.321    3900163523      603589          口子窖          11500           11500           47.7612         8151.150        557405.000      10              
15:09:55.321    3900163523      603590          康辰药业        600             600             37.5682         733.060         23274.000       10              
15:09:55.321    3900163523      603595          东尼电子        300             500             31.9239         93.030          16055.000       10              
15:09:55.321    3900163523      603596          伯特利          1300            2000            34.8761         707.860         70460.000       10              
15:09:55.321    3900163523      603599          广信股份        100             100             16.7637         -53.370         1623.000        10              
15:09:55.321    3900163523      603605          珀莱雅          5300            5300            171.1632        20176.220       927341.000      10              
15:09:55.321    3900163523      603606          东方电缆        100             200             13.5230         -4.600          2700.000        10              
15:09:55.321    3900163523      603609          禾丰牧业        2600            2600            14.7613         -185.450        38194.000       10              
15:09:55.321    3900163523      603515          欧普照明        500             500             27.2259         92.030          13705.000       10              
15:09:55.321    3900163523      603516          淳中科技        200             300             38.1659         -34.760         11415.000       10              
15:09:55.321    3900163523      603517          绝味食品        600             800             69.6491         1320.760        57040.000       10              
15:09:55.321    3900163523      603520          司太立          2600            8500            83.3110         76.750          708220.000      10              
15:09:55.321    3900163523      603528          多伦科技        0               6000            10.5336         -1281.590       61920.000       10              
15:09:55.321    3900163523      603538          美诺华          0               3400            58.5941         -18815.770      180404.000      10              
15:09:55.321    3900163523      603558          健盛集团        100             1700            9.1069          56.340          15538.000       10              
15:09:55.321    3900163523      603566          普莱柯          9600            9600            28.3449         3408.740        275520.000      10              
