时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本        参考盈亏        市值            板块            
15:18:38.603    3900163523      000004          国农科技        0               0               0.0000          233.200         0.000           00              
15:18:38.603    3900163523      000009          中国宝安        0               0               0.0000          3381.470        0.000           00              
15:18:38.603    3900163523      603997          继峰股份        600             600             6.9915          17.080          4212.000        10              
15:18:38.603    3900163523      603919          金徽酒          0               10100           16.2629         6434.300        170690.000      10              
15:18:38.603    3900163523      603936          博敏电子        2000            4000            13.4746         2101.510        56000.000       10              
15:18:38.603    3900163523      603938          三孚股份        0               100             23.1505         103.950         2419.000        10              
15:18:38.603    3900163523      603939          益丰药房        5400            5400            82.3222         11760.290       456300.000      10              
15:18:38.603    3900163523      603960          克来机电        7800            14900           24.5691         40541.160       406621.000      10              
15:18:38.603    3900163523      603976          正川股份        0               4600            29.2502         11729.000       146280.000      10              
15:18:38.603    3900163523      603977          国泰集团        200             200             7.8127          -30.530         1532.000        10              
15:18:38.603    3900163523      603979          金诚信          1100            1100            10.0595         -98.430         10967.000       10              
15:18:38.603    3900163523      603986          兆易创新        0               3200            221.6011        71900.400       781024.000      10              
15:18:38.603    3900163523      603990          麦迪科技        2000            2000            37.6826         32534.900       107900.000      10              
15:18:38.603    3900163523      603882          金域医学        2600            3100            84.6758         5190.170        267685.000      10              
15:18:38.603    3900163523      603883          老百姓          2100            2300            93.4851         1184.310        216200.000      10              
15:18:38.603    3900163523      603886          元祖股份        200             200             16.5837         -38.730         3278.000        10              
15:18:38.603    3900163523      603887          城地股份        900             1800            22.4638         533.100         40968.000       10              
15:18:38.603    3900163523      603890          春秋电子        0               7800            16.7533         1768.430        132444.000      10              
15:18:38.603    3900163523      603896          寿仙谷          0               800             32.5815         414.790         26480.000       10              
15:18:38.603    3900163523      603898          好莱客          300             300             22.4094         -2474.830       4248.000        10              
15:18:38.603    3900163523      603899          晨光文具        100             1100            48.4927         4715.990        58058.000       10              
15:18:38.603    3900163523      603912          佳力图          0               1500            22.5281         -72.190         33720.000       10              
15:18:38.603    3900163523      603916          苏博特          12100           24200           29.4719         -39733.750      673486.000      10              
15:18:38.603    3900163523      603848          好太太          0               0               0.0000          -77.950         0.000           10              
15:18:38.603    3900163523      603855          华荣股份        0               6100            14.8823         7428.250        98210.000       10              
15:18:38.603    3900163523      603856          东宏股份        0               0               0.0000          36.310          0.000           10              
15:18:38.603    3900163523      603858          步长制药        5530            6530            26.2413         7109.470        178464.900      10              
15:18:38.603    3900163523      603859          能科股份        800             800             34.7487         -246.970        27552.000       10              
15:18:38.603    3900163523      603866          桃李面包        9200            9200            51.2782         -13691.860      458068.000      10              
15:18:38.603    3900163523      603868          飞科电器        12700           13200           46.4295         7530.880        620400.000      10              
15:18:38.603    3900163523      603871          嘉友国际        0               300             21.6864         166.080         6672.000        10              
15:18:38.603    3900163523      603876          鼎胜新材        12600           12600           14.8018         -13126.960      173376.000      10              
15:18:38.603    3900163523      603881          数据港          2700            5700            97.1546         34060.000       587841.000      10              
15:18:38.603    3900163523      603806          福斯特          14800           14800           43.3590         61286.880       703000.000      10              
15:18:38.603    3900163523      603808          歌力思          1400            2800            12.9871         35.990          36400.000       10              
15:18:38.603    3900163523      603811          诚意药业        96              6096            25.7192         23108.970       179892.960      10              
15:18:38.603    3900163523      603816          顾家家居        16200           16200           44.9240         3013.850        730782.000      10              
15:18:38.603    3900163523      603818          曲美家居        0               100             8.1754          2.460           820.000         10              
15:18:38.603    3900163523      603823          百合花          39300           39300           19.1109         -62916.600      688143.000      10              
15:18:38.603    3900163523      603825          XD华扬联        9000            16000           31.5864         -17862.450      487520.000      10              
15:18:38.603    3900163523      603826          坤彩科技        18300           20500           34.1533         -17288.090      682855.000      10              
15:18:38.603    3900163523      603833          欧派家居        700             5200            117.2471        -3312.870       606372.000      10              
15:18:38.603    3900163523      603839          安正时尚        1900            1900            12.6601         56.840          24111.000       10              
15:18:38.603    3900163523      603728          鸣志电器        1300            1400            13.5379         -235.000        18718.000       10              
15:18:38.603    3900163523      603730          岱美股份        1700            1700            27.4263         10342.370       56967.000       10              
15:18:38.603    3900163523      603733          仙鹤股份        2900            2900            16.1812         -148.370        46777.000       10              
15:18:38.603    3900163523      603737          三棵树          800             900             121.9622        933.980         110700.000      10              
15:18:38.603    3900163523      603739          蔚蓝生物        3800            3800            25.8903         2506.990        100890.000      10              
15:18:38.603    3900163523      603788          宁波高发        400             800             16.5303         303.750         13528.000       10              
15:18:38.603    3900163523      603797          联泰环保        100             100             11.3725         9.750           1147.000        10              
15:18:38.603    3900163523      603799          华友钴业        26100           28800           37.5464         22279.330       1103616.000     10              
15:18:38.603    3900163523      603801          志邦家居        1400            1400            24.9739         974.570         35938.000       10              
15:18:38.603    3900163523      603803          瑞斯康达        100             100             10.9324         34.760          1128.000        10              
15:18:38.603    3900163523      603693          江苏新能        3800            3800            12.7820         714.280         49286.000       10              
15:18:38.603    3900163523      603699          纽威股份        13900           13900           16.2923         -4062.870       222400.000      10              
15:18:38.603    3900163523      603700          宁水集团        7300            7300            30.4419         -1328.230       220898.000      10              
15:18:38.603    3900163523      603707          健友股份        12300           12300           60.8375         -18911.430      729390.000      10              
15:18:38.603    3900163523      603708          家家悦          7200            7200            40.3999         26641.000       317520.000      10              
15:18:38.603    3900163523      603711          香飘飘          600             600             29.9232         -547.940        17406.000       10              
15:18:38.603    3900163523      603712          七一二          2900            3300            35.2078         4594.230        120780.000      10              
15:18:38.603    3900163523      603713          密尔克卫        200             800             96.7122         5190.280        82560.000       10              
15:18:38.603    3900163523      603718          海利生物        0               3800            20.7304         -10603.490      68172.000       10              
15:18:38.603    3900163523      603727          博迈科          100             100             16.8086         57.140          1738.000        10              
15:18:38.603    3900163523      603659          璞泰来          3700            6200            82.7487         112972.100      626014.000      10              
15:18:38.603    3900163523      603661          恒林股份        0               4546            50.4927         6442.990        235982.860      10              
15:18:38.603    3900163523      603666          DR亿嘉和        100             100             403.5683        -32626.830      7730.000        10              
15:18:38.603    3900163523      603669          灵康药业        8900            8900            7.9934          -653.340        70488.000       10              
