时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本        参考盈亏        市值            板块            
21:58:03.961    3900163523      603979          金诚信          1100            1100            10.0595         275.570         11341.000       10              
21:58:03.961    3900163523      603986          兆易创新        6400            6400            231.1455        30493.000       1509824.000     10              
21:58:03.961    3900163523      603987          康德莱          0               8400            16.4924         6868.240        145404.000      10              
21:58:03.961    3900163523      603990          麦迪科技        2000            2000            37.6826         27014.900       102380.000      10              
21:58:03.961    3900163523      603997          继峰股份        600             600             6.9915          -72.920         4122.000        10              
21:58:03.961    3900163523      753187          海容配债        730             730             0.0000          0.000           0.000           10              
21:58:03.961    3900163523      603896          寿仙谷          800             800             32.5815         1038.800        27104.000       10              
21:58:03.961    3900163523      603898          好莱客          100             100             39.4024         -2519.240       1421.000        10              
21:58:03.961    3900163523      603899          晨光文具        300             300             38.1641         4930.760        16380.000       10              
21:58:03.961    3900163523      603916          苏博特          30600           62000           27.3501         -136408.620     1559300.000     10              
21:58:03.961    3900163523      603919          金徽酒          0               6700            16.3307         7097.250        116513.000      10              
21:58:03.961    3900163523      603936          博敏电子        4000            4000            13.6352         4539.190        59080.000       10              
21:58:03.961    3900163523      603938          三孚股份        200             200             24.2408         79.850          4928.000        10              
21:58:03.961    3900163523      603939          益丰药房        0               0               0.0000          36514.700       0.000           10              
21:58:03.961    3900163523      603960          克来机电        11200           22900           25.9315         45536.600       639368.000      10              
21:58:03.961    3900163523      603977          国泰集团        0               0               0.0000          7.570           0.000           10              
21:58:03.961    3900163523      603855          华荣股份        0               6100            15.2670         15756.180       108885.000      10              
21:58:03.961    3900163523      603858          步长制药        30              30              -518.3753       16416.760       865.500         10              
21:58:03.961    3900163523      603859          能科股份        800             800             34.7487         -470.970        27328.000       10              
21:58:03.961    3900163523      603866          桃李面包        600             600             58.2790         -4433.380       30534.000       10              
21:58:03.961    3900163523      603868          飞科电器        11900           13200           46.3683         39095.030       651156.000      10              
21:58:03.961    3900163523      603871          嘉友国际        0               500             21.5416         24.190          10795.000       10              
21:58:03.961    3900163523      603876          鼎胜新材        12600           12600           14.8018         -14512.960      171990.000      10              
21:58:03.961    3900163523      603881          数据港          0               0               0.0000          59785.510       0.000           10              
21:58:03.961    3900163523      603883          老百姓          0               2200            94.0288         13224.560       220088.000      10              
21:58:03.961    3900163523      603890          春秋电子        15600           15600           17.1936         12112.190       280332.000      10              
21:58:03.961    3900163523      603806          福斯特          55              3655            28.5452         78088.470       182421.050      10              
21:58:03.961    3900163523      603808          歌力思          0               1500            12.7802         149.770         19320.000       10              
21:58:03.961    3900163523      603811          诚意药业        5396            6196            25.6523         24459.810       183401.600      10              
21:58:03.961    3900163523      603816          顾家家居        16200           16200           44.9240         1393.850        729162.000      10              
21:58:03.961    3900163523      603818          曲美家居        0               500             8.7531          58.440          4435.000        10              
21:58:03.961    3900163523      603823          百合花          39300           39300           19.1109         -90819.600      660240.000      10              
21:58:03.961    3900163523      603825          华扬联众        0               700             53.1498         -14699.870      22505.000       10              
21:58:03.961    3900163523      603826          坤彩科技        22400           45100           34.0970         -23766.860      1514007.000     10              
21:58:03.961    3900163523      603833          欧派家居        100             100             266.4521        -15055.210      11590.000       10              
21:58:03.961    3900163523      603848          XD好太太        0               200             13.6880         -7.600          2730.000        10              
21:58:03.961    3900163523      603727          博迈科          100             100             16.8086         94.140          1775.000        10              
21:58:03.961    3900163523      603728          鸣志电器        700             700             13.9517         -638.220        9128.000        10              
21:58:03.961    3900163523      603730          岱美股份        1700            1700            27.4263         8200.370        54825.000       10              
21:58:03.961    3900163523      603733          仙鹤股份        2900            2900            16.1812         -322.370        46603.000       10              
21:58:03.961    3900163523      603737          三棵树          1260            1260            86.6445         7025.180        116197.200      10              
