时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本                参考盈亏                市值                交易板块
15:07:33.656    99173156        000009          中国宝安        0               28400           7.7236                  1316.710                220668.000              00
15:07:33.656    99173156        000090          天健集团        82400           82400           6.9502                  -1667.880               571032.000              00
15:07:33.656    99173156        000100          TCL科技         99800           99800           5.7956                  35367.240               613770.000              00
15:07:33.656    99173156        000333          美的集团        10000           10000           58.8801                 8898.700                597700.000              00
15:07:33.656    99173156        000513          丽珠集团        14300           14300           45.9005                 14293.540               670670.000              00
15:07:33.656    99173156        000568          泸州老窖        0               0               0.0000                  10945.000               0.000                   00
15:07:33.656    99173156        000582          北部湾港        0               0               0.0000                  22952.900               0.000                   00
15:07:33.656    99173156        000625          长安汽车        4900            4900            10.4377                 5695.140                56840.000               00
15:07:33.656    99173156        000681          视觉中国        15700           15700           21.0532                 -8528.570               322007.000              00
15:07:33.656    99173156        000739          普洛药业        16500           16500           21.8799                 3796.830                364815.000              00
15:07:33.656    99173156        000823          超声电子        29300           29300           12.4142                 26539.270               390276.000              00
15:07:33.656    99173156        000858          五粮液          0               0               0.0000                  51755.390               0.000                   00
15:07:33.656    99173156        000869          张裕Ａ          2100            2100            29.8507                 103.590                 62790.000               00
15:07:33.656    99173156        000902          新洋丰          0               0               0.0000                  -6373.140               0.000                   00
15:07:33.656    99173156        000915          山大华特        4200            4200            32.7942                 -101.670                137634.000              00
15:07:33.656    99173156        000951          中国重汽        0               0               0.0000                  3571.270                0.000                   00
15:07:33.656    99173156        002007          华兰生物        11900           11900           46.5908                 16888.950               571319.000              00
15:07:33.656    99173156        002008          大族激光        0               0               0.0000                  -7598.490               0.000                   00
15:07:33.656    99173156        002022          科华生物        0               67986           17.4968                 -6582.600               1182956.400             00
15:07:33.656    99173156        002030          达安基因        0               56200           26.8854                 -17165.820              1493796.000             00
15:07:33.656    99173156        002050          三花智控        0               79329           20.9136                 21928.210               1680981.510             00
15:07:33.656    99173156        002079          苏州固锝        0               25600           12.8612                 -1311.960               327936.000              00
15:07:33.656    99173156        002080          中材科技        25300           25300           14.5933                 21926.610               391138.000              00
15:07:33.656    99173156        002120          韵达股份        100             100             27.9042                 -189.420                2601.000                00
