时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本                参考盈亏                市值                交易板块
15:12:18.293    99173156        000070          特发信息        19200           88400           13.3357                 -27911.000              1150968.000             00
15:12:18.293    99173156        000100          TCL科技         76400           76400           7.0008                  -34439.090              500420.000              00
15:12:18.293    99173156        000333          美的集团        10800           10800           69.0389                 3683.720                749304.000              00
15:12:18.293    99173156        000526          紫光学大        2600            2600            81.4608                 -25637.990              186160.000              00
15:12:18.293    99173156        000566          海南海药        68700           68700           10.6065                 -41668.280              687000.000              00
15:12:18.293    99173156        000710          贝瑞基因        1900            1900            74.6465                 -14243.280              127585.000              00
15:12:18.293    99173156        000725          京东方Ａ        212800          212800          5.3308                  -29962.130              1104432.000             00
15:12:18.293    99173156        000733          振华科技        26919           26919           45.8928                 -87023.060              1148364.540             00
15:12:18.293    99173156        000768          中航飞机        42700           42700           27.3403                 -72602.700              1094828.000             00
15:12:18.293    99173156        000828          东莞控股        45800           45800           13.4486                 -86040.380              529906.000              00
15:12:18.293    99173156        000901          航天科技        33300           33300           12.3202                 3322.700                413586.000              00
15:12:18.293    99173156        000930          中粮科技        17400           17400           9.5586                  9768.070                176088.000              00
15:12:18.293    99173156        002016          世荣兆业        17400           17400           7.6611                  -3673.890               129630.000              00
15:12:18.293    99173156        002025          航天电器        11300           11300           52.5501                 -7572.070               586244.000              00
15:12:18.293    99173156        002078          太阳纸业        8900            8900            13.1679                 5447.410                122642.000              00
15:12:18.293    99173156        002081          金螳螂          77700           77700           12.1469                 -56481.680              887334.000              00
15:12:18.293    99173156        002084          海鸥住工        23720           23720           12.4893                 40341.400               336586.800              00
15:12:18.293    99173156        002151          北斗星通        18100           18100           66.7863                 -135140.240             1073692.000             00
15:12:18.293    99173156        002166          莱茵生物        31800           31800           12.5215                 -93539.620              304644.000              00
15:12:18.293    99173156        002340          格林美          175600          210400          5.7998                  46.150                  1220320.000             00
15:12:18.293    99173156        002389          航天彩虹        47800           47800           24.8657                 -69103.270              1119476.000             00
15:12:18.293    99173156        002416          爱施德          0               0               0.0000                  -6275.490               0.000                   00
15:12:18.293    99173156        002556          辉隆股份        124500          124500          9.2858                  -19395.390              1136685.000             00
15:12:18.293    99173156        002570          贝因美          47800           47800           8.8042                  6966.900                427810.000              00
15:12:18.293    99173156        002616          长青集团        22300           22300           11.3452                 -13273.920              239725.000              00
15:12:18.293    99173156        002626          金达威          22601           22601           46.3626                 -65828.340              982013.450              00
15:12:18.293    99173156        002706          良信电器        0               24300           25.5223                 1401.590                621594.000              00
15:12:18.293    99173156        002714          牧原股份        12900           12900           93.5865                 -49619.500              1157646.000             00
15:12:18.293    99173156        002735          王子新材        600             600             32.4566                 1442.070                20916.000               00
15:12:18.293    99173156        002757          南兴股份        0               13400           20.6034                 -1786.930               274298.000              00
15:12:18.293    99173156        002812          恩捷股份        4100            4100            74.2358                 1083.400                305450.000              00
15:12:18.293    99173156        002821          凯莱英          700             700             236.1283                9507.200                174797.000              00
15:12:18.293    99173156        002824          和胜股份        200             200             21.2932                 -48.640                 4210.000                00
15:12:18.293    99173156        002906          华阳集团        5300            5300            20.0109                 -2813.900               103244.000              00
15:12:18.293    99173156        002930          宏川智慧        1700            1700            20.7678                 -183.280                35122.000               00
15:12:18.293    99173156        002932          明德生物        1900            1900            82.8835                 373.400                 157852.000              00
15:12:18.293    99173156        002933          新兴装备        12100           12100           41.8816                 14379.990               521147.000              00
15:12:18.293    99173156        300099          精准信息        11800           67500           8.6231                  -25187.110              556875.000              00
15:12:18.293    99173156        300122          智飞生物        8600            8600            145.8127                -59019.590              1194970.000             00
15:12:18.293    99173156        300123          亚光科技        0               46800           19.1455                 -11958.810              884052.000              00
15:12:18.293    99173156        300137          先河环保        0               0               0.0000                  60975.160               0.000                   00
15:12:18.293    99173156        300142          沃森生物        3000            18100           66.0934                 -21056.680              1175233.000             00
15:12:18.293    99173156        300148          天舟文化        0               0               0.0000                  -24765.470              0.000                   00
15:12:18.293    99173156        300151          昌红科技        15800           15800           22.0750                 -21250.270              327534.000              00
15:12:18.293    99173156        300159          新研股份        43000           43000           5.4432                  14481.910               248540.000              00
15:12:18.293    99173156        300171          东富龙          42200           42200           20.6071                 -32792.460              836826.000              00
15:12:18.293    99173156        300173          福能东方        6500            6500            7.9912                  -5012.800               46930.000               00
15:12:18.293    99173156        300182          捷成股份        107600          214700          5.4425                  42393.300               1210908.000             00
15:12:18.293    99173156        300199          翰宇药业        0               0               0.0000                  -9645.180               0.000                   00
15:12:18.293    99173156        300257          开山股份        15000           15000           18.7684                 4223.790                285750.000              00
15:12:18.293    99173156        300274          阳光电源        500             500             21.3812                 -940.600                9750.000                00
15:12:18.293    99173156        300342          天银机电        0               0               0.0000                  -31317.670              0.000                   00
15:12:18.293    99173156        300349          金卡智能        4700            4700            17.7105                 -3104.500               80135.000               00
15:12:18.293    99173156        300378          鼎捷软件        29700           29700           33.9981                 8967.560                1018710.000             00
15:12:18.293    99173156        300401          花园生物        35200           35200           17.2589                 -9112.130               598400.000              00
15:12:18.293    99173156        300416          苏试试验        11400           11400           30.2913                 -20534.750              324786.000              00
15:12:18.293    99173156        300423          鲁亿通          0               0               0.0000                  2936.940                0.000                   00
15:12:18.293    99173156        300427          红相股份        30000           30000           31.4178                 -9534.360               933000.000              00
15:12:18.293    99173156        300455          康拓红外        38200           38200           17.2655                 -8614.960               650928.000              00
15:12:18.293    99173156        300501          海顺新材        10300           10300           27.2061                 -20972.040              259251.000              00
15:12:18.293    99173156        300523          辰安科技        4300            4300            51.6067                 -6091.880               215817.000              00
15:12:18.293    99173156        300530          达志科技        300             300             45.7369                 -356.070                13365.000               00
15:12:18.293    99173156        300573          兴齐眼药        3300            3300            165.5454                -3053.910               543246.000              00
15:12:18.293    99173156        300579          数字认证        4900            4900            59.3238                 -3987.610               286699.000              00
15:12:18.293    99173156        300601          康泰生物        5600            5600            206.8034                -4218.920               1153880.000             00
15:12:18.293    99173156        300638          广和通          4400            4400            67.5359                 -2357.740               294800.000              00
15:12:18.293    99173156        300677          英科医疗        3600            3600            162.7522                -44107.870              541800.000              00
15:12:18.293    99173156        300719          安达维尔        25200           25200           17.2637                 -17480.240              417564.000              00
15:12:18.293    99173156        300724          捷佳伟创        5000            5000            81.8843                 5978.520                415400.000              00
15:12:18.293    99173156        300729          乐歌股份        2800            2800            64.3157                 28600.040               208684.000              00
15:12:18.293    99173156        300740          御家汇          2700            2700            22.7264                 1818.810                63180.000               00
15:12:18.293    99173156        300741          华宝股份        3100            3100            53.5651                 1317.130                167369.000              00
15:12:18.293    99173156        300758          七彩化学        3200            3200            30.7390                 35.260                  98400.000               00
15:12:18.293    99173156        300760          迈瑞医疗        1000            1000            375.1227                -57402.720              317720.000              00
15:12:18.293    99173156        300763          锦浪科技        1700            1700            98.3336                 2152.930                169320.000              00
15:12:18.293    99173156        511990          华宝添益        468000          468000          99.5054                 239902.560              46808424.000            10
15:12:18.293    99173156        600079          人福医药        2200            2200            36.2098                 3938.480                83600.000               10
15:12:18.293    99173156        600118          中国卫星        25800           25800           42.4969                 -54099.340              1042320.000             10
15:12:18.293    99173156        600211          西藏药业        8800            8800            115.3145                -90767.470              924000.000              10
15:12:18.293    99173156        600223          鲁商发展        95700           95700           12.2803                 -21078.680              1154142.000             10
15:12:18.293    99173156        600230          沧州大化        19600           19600           12.2875                 -5634.840               235200.000              10
15:12:18.293    99173156        600316          洪都航空        0               14100           36.5545                 -2883.610               512535.000              10
