时间            资产账户        证券代码        证券名称        可用数量        库存数量        参考成本                参考盈亏                市值                交易板块
15:17:01.803    99167896        000006          深振业Ａ        15400           15400           8.5267                  -2567.250               128744.000              00
15:17:01.803    99167896        000011          深物业A         0               4000            27.2645                 3141.970                112200.000              00
15:17:01.803    99167896        000012          南玻Ａ          3000            3000            6.0712                  626.360                 18840.000               00
15:17:01.803    99167896        000016          深康佳Ａ        0               900             7.2616                  -19.440                 6516.000                00
15:17:01.803    99167896        000019          深粮控股        0               1600            10.5404                 -48.710                 16816.000               00
15:17:01.803    99167896        000021          深科技          0               1100            25.9657                 4.720                   28567.000               00
15:17:01.803    99167896        000025          特力Ａ          500             500             20.5943                 327.850                 10625.000               00
15:17:01.803    99167896        000026          飞亚达          0               1800            16.6360                 -280.730                29664.000               00
15:17:01.803    99167896        000030          富奥股份        0               700             8.8319                  -15.360                 6167.000                00
15:17:01.803    99167896        000035          中国天楹        0               100             5.3012                  0.880                   531.000                 00
15:17:01.803    99167896        000037          深南电A         800             800             19.0403                 -584.230                14648.000               00
15:17:01.803    99167896        000045          深纺织Ａ        1900            2100            10.5941                 -71.660                 22176.000               00
15:17:01.803    99167896        000046          泛海控股        0               500             4.3409                  -15.470                 2155.000                00
15:17:01.803    99167896        000048          京基智农        100             100             24.6897                 111.030                 2580.000                00
15:17:01.803    99167896        000049          德赛电池        300             300             57.8928                 -315.850                17052.000               00
15:17:01.803    99167896        000058          深赛格          0               3800            10.9171                 -103.140                41382.000               00
15:17:01.803    99167896        000060          中金岭南        0               200             4.6311                  7.790                   934.000                 00
15:17:01.803    99167896        000061          农产品          0               1600            8.5819                  44.980                  13776.000               00
15:17:01.803    99167896        000065          北方国际        100             100             8.3517                  11.830                  847.000                 00
15:17:01.803    99167896        000066          中国长城        0               0               0.0000                  -22200.560              0.000                   00
15:17:01.803    99167896        000070          特发信息        4000            5500            13.6541                 2782.560                77880.000               00
15:17:01.803    99167896        000090          天健集团        3200            3200            8.9224                  -455.600                28096.000               00
15:17:01.803    99167896        000096          广聚能源        200             200             12.6694                 -17.870                 2516.000                00
15:17:01.803    99167896        000100          TCL科技         0               600             6.6215                  17.130                  3990.000                00
15:17:01.803    99167896        000155          川能动力        8100            8100            8.2202                  -24220.580              42363.000               00
15:17:01.803    99167896        000157          中联重科        0               300             8.3818                  -3.550                  2511.000                00
15:17:01.803    99167896        000159          国际实业        0               7100            5.3028                  10700.920               48351.000               00
15:17:01.803    99167896        000333          美的集团        5108            5108            70.2623                 9540.380                368440.040              00
15:17:01.803    99167896        000400          许继电气        3500            3500            16.1992                 3747.920                60445.000               00
15:17:01.803    99167896        000403          双林生物        2500            2500            42.2935                 -4158.710               101575.000              00
15:17:01.803    99167896        000411          英特集团        9100            9100            20.8249                 11876.130               201383.000              00
15:17:01.803    99167896        000421          南京公用        0               3800            7.3448                  133.870                 28044.000               00
15:17:01.803    99167896        000425          徐工机械        0               500             6.5214                  -5.720                  3255.000                00
15:17:01.803    99167896        000488          晨鸣纸业        0               300             5.4212                  -0.360                  1626.000                00
15:17:01.803    99167896        000501          鄂武商Ａ        0               5200            23.5292                 5048.260                127400.000              00
15:17:01.803    99167896        000514          渝开发          300             300             4.1194                  51.180                  1287.000                00
15:17:01.803    99167896        000523          广州浪奇        500             500             6.0100                  159.980                 3165.000                00
15:17:01.803    99167896        000526          紫光学大        300             300             67.8274                 1329.790                21678.000               00
15:17:01.803    99167896        000528          柳工            0               100             7.4816                  2.840                   751.000                 00
15:17:01.803    99167896        000529          广弘控股        200             200             9.6767                  -207.330                1728.000                00
15:17:01.803    99167896        000531          穗恒运Ａ        800             800             10.9169                 346.490                 9080.000                00
15:17:01.803    99167896        000532          华金资本        600             600             13.1110                 197.430                 8064.000                00
15:17:01.803    99167896        000538          云南白药        0               0               0.0000                  -322.910                0.000                   00
15:17:01.803    99167896        000544          中原环保        0               100             7.6817                  -1.170                  767.000                 00
15:17:01.803    99167896        000547          航天发展        0               4400            18.6555                 7279.640                89364.000               00
15:17:01.803    99167896        000555          神州信息        0               100             17.3038                 -3.380                  1727.000                00
15:17:01.803    99167896        000560          我爱我家        6200            12400           4.6009                  -1498.780               55552.000               00
15:17:01.803    99167896        000563          陕国投Ａ        0               200             4.2010                  -0.190                  840.000                 00
15:17:01.803    99167896        000566          海南海药        0               3900            10.2009                 -705.370                39078.000               00
15:17:01.803    99167896        000581          威孚高科        0               100             22.4799                 194.010                 2442.000                00
15:17:01.803    99167896        000582          北部湾港        500             500             12.1596                 230.190                 6310.000                00
15:17:01.803    99167896        000584          哈工智能        25200           25200           4.5180                  59523.200               173376.000              00
15:17:01.803    99167896        000589          贵州轮胎        0               1100            5.7213                  20.610                  6314.000                00
15:17:01.803    99167896        000591          太阳能          21500           21500           4.9145                  2269.310                107930.000              00
15:17:01.803    99167896        000596          古井贡酒        0               0               0.0000                  21372.580               0.000                   00
15:17:01.803    99167896        000599          青岛双星        0               200             5.0811                  1.780                   1018.000                00
15:17:01.803    99167896        000600          建投能源        0               100             5.5712                  0.880                   558.000                 00
15:17:01.803    99167896        000603          盛达资源        0               5300            22.5183                 -22144.900              97202.000               00
15:17:01.803    99167896        000607          华媒控股        3400            3400            5.4812                  -3131.940               15504.000               00
15:17:01.803    99167896        000615          京汉股份        12600           25200           4.6036                  -342.680                115668.000              00
15:17:01.803    99167896        000623          吉林敖东        0               100             17.6339                 -4.390                  1759.000                00
15:17:01.803    99167896        000627          天茂集团        200             200             9.7350                  -679.000                1268.000                00
15:17:01.803    99167896        000633          合金投资        0               300             4.2409                  -3.280                  1269.000                00
15:17:01.803    99167896        000635          英力特          200             400             7.7519                  79.240                  3180.000                00
15:17:01.803    99167896        000636          风华高科        800             2100            35.2815                 8711.770                82803.000               00
15:17:01.803    99167896        000639          西王食品        11400           11400           7.0229                  1449.000                81510.000               00
15:17:01.803    99167896        000652          泰达股份        0               900             6.3514                  -1.250                  5715.000                00
15:17:01.803    99167896        000655          金岭矿业        0               900             8.3878                  -663.980                6885.000                00
15:17:01.803    99167896        000656          金科股份        0               4900            10.6723                 527.490                 52822.000               00
15:17:01.803    99167896        000661          长春高新        0               0               0.0000                  -33450.080              0.000                   00
15:17:01.803    99167896        000668          荣丰控股        200             200             21.2546                 189.080                 4440.000                00
15:17:01.803    99167896        000682          东方电子        0               1600            5.6712                  14.010                  9088.000                00
15:17:01.803    99167896        000686          东北证券        0               200             11.1825                 -4.490                  2232.000                00
15:17:01.803    99167896        000688          国城矿业        400             400             22.8562                 9.530                   9152.000                00
15:17:01.803    99167896        000690          宝新能源        1700            1700            7.0404                  373.240                 12342.000               00
15:17:01.803    99167896        000698          沈阳化工        0               29700           8.1777                  -5575.010               237303.000              00
15:17:01.803    99167896        000700          模塑科技        0               800             7.9017                  14.610                  6336.000                00
15:17:01.803    99167896        000703          恒逸石化        0               500             10.8724                 3.800                   5440.000                00
15:17:01.803    99167896        000710          贝瑞基因        200             700             77.5169                 -1509.820               52752.000               00
15:17:01.803    99167896        000716          黑芝麻          2200            2200            4.1751                  934.850                 10120.000               00
15:17:01.803    99167896        000717          韶钢松山        0               200             4.5110                  3.800                   906.000                 00
15:17:01.803    99167896        000723          美锦能源        0               200             6.8315                  43.700                  1410.000                00
15:17:01.803    99167896        000725          京东方Ａ        0               5800            5.0141                  1252.120                30334.000               00
15:17:01.803    99167896        000733          振华科技        5200            10500           40.2116                 66028.130               488250.000              00
15:17:01.803    99167896        000735          罗牛山          0               2300            11.3525                 17.260                  26128.000               00
15:17:01.803    99167896        000738          航发控制        12700           25400           23.9575                 824.270                 609346.000              00
15:17:01.803    99167896        000750          国海证券        0               600             5.7013                  -18.750                 3402.000                00
15:17:01.803    99167896        000766          通化金马        0               300             5.2912                  -0.350                  1587.000                00
15:17:01.803    99167896        000768          中航飞机        0               3800            27.4960                 -364.980                104120.000              00
15:17:01.803    99167896        000777          中核科技        0               5300            13.8818                 8947.560                82521.000               00
15:17:01.803    99167896        000788          北大医药        8800            8800            8.2424                  -4068.900               68464.000               00
15:17:01.803    99167896        000793          华闻集团        1700            1700            99.3447                 -162799.940             6086.000                00
15:17:01.803    99167896        000796          凯撒旅业        1600            6600            17.2208                 2502.840                116160.000              00
15:17:01.803    99167896        000799          酒鬼酒          88              1288            116.5653                -52698.890              97437.200               00
15:17:01.803    99167896        000801          四川九洲        1100            1600            7.1379                  355.430                 11776.000               00
15:17:01.803    99167896        000802          北京文化        0               2700            7.0045                  4145.780                23058.000               00
15:17:01.803    99167896        000807          云铝股份        0               0               0.0000                  1250.100                0.000                   00
15:17:01.803    99167896        000810          创维数字        100             100             12.8926                 -99.260                 1190.000                00
15:17:01.803    99167896        000815          美利云          0               400             7.6417                  3.330                   3060.000                00
15:17:01.803    99167896        000818          航锦科技        0               3800            28.3410                 -1219.970               106476.000              00
15:17:01.803    99167896        000821          京山轻机        0               2000            6.5485                  1783.040                14880.000               00
15:17:01.803    99167896        000822          山东海化        0               6200            4.6160                  -37.300                 28582.000               00
15:17:01.803    99167896        000828          东莞控股        0               20800           12.7686                 -387.430                265200.000              00
15:17:01.803    99167896        000833          粤桂股份        1200            1200            5.1710                  -37.230                 6168.000                00
15:17:01.803    99167896        000848          承德露露        0               100             8.0818                  0.820                   809.000                 00
15:17:01.803    99167896        000851          高鸿股份        0               100             8.5819                  -2.190                  856.000                 00
15:17:01.803    99167896        000856          冀东装备        0               0               0.0000                  2977.930                0.000                   00
15:17:01.803    99167896        000860          顺鑫农业        0               0               0.0000                  -1092.020               0.000                   00
15:17:01.803    99167896        000869          张裕Ａ          0               0               0.0000                  -183.900                0.000                   00
15:17:01.803    99167896        000878          云南铜业        0               0               0.0000                  -4584.660               0.000                   00
15:17:01.803    99167896        000881          中广核技        4600            4600            9.6338                  2558.690                46874.000               00
15:17:01.803    99167896        000886          海南高速        0               14500           6.6724                  -1484.280               95265.000               00
15:17:01.803    99167896        000887          中鼎股份        0               7200            10.4759                 14213.770               89640.000               00
15:17:01.803    99167896        000889          中嘉博创        0               0               0.0000                  -1956.850               0.000                   00
15:17:01.803    99167896        000893          东凌国际        0               2100            1.1629                  18683.930               21126.000               00
15:17:01.803    99167896        000895          双汇发展        1500            1500            51.6218                 867.360                 78300.000               00
15:17:01.803    99167896        000901          航天科技        0               4500            13.4630                 391.680                 60975.000               00
15:17:01.803    99167896        000903          云内动力        66000           66000           7.2194                  -9198.740               467280.000              00
15:17:01.803    99167896        000906          浙商中拓        0               200             6.8515                  19.700                  1390.000                00
15:17:01.803    99167896        000908          景峰医药        0               9100            6.9782                  -5352.350               58149.000               00
15:17:01.803    99167896        000910          大亚圣象        1600            1600            20.4784                 2338.580                35104.000               00
15:17:01.803    99167896        000912          泸天化          0               0               0.0000                  2485.570                0.000                   00
15:17:01.803    99167896        000913          钱江摩托        300             300             15.6012                 236.650                 4917.000                00
15:17:01.803    99167896        000918          嘉凯城          12700           12700           5.9922                  -12982.500              63119.000               00
15:17:01.803    99167896        000921          海信家电        0               1500            13.6030                 -34.490                 20370.000               00
15:17:01.803    99167896        000922          佳电股份        600             600             6.4323                  634.600                 4494.000                00
15:17:01.803    99167896        000923          河钢资源        1000            1000            18.5104                 -4240.390               14270.000               00
15:17:01.803    99167896        000925          众合科技        1800            1800            8.2896                  -431.220                14490.000               00
15:17:01.803    99167896        000928          中钢国际        0               1200            4.6610                  10.770                  5604.000                00
15:17:01.803    99167896        000930          中粮科技        0               13800           9.7872                  3350.230                138414.000              00
15:17:01.803    99167896        000933          神火股份        0               200             5.2612                  7.770                   1060.000                00
15:17:01.803    99167896        000936          华西股份        0               400             10.1622                 3.110                   4068.000                00
15:17:01.803    99167896        000948          南天信息        300             300             13.8427                 173.180                 4326.000                00
15:17:01.803    99167896        000955          欣龙控股        1200            2400            10.3322                 138.790                 24936.000               00
15:17:01.803    99167896        000957          中通客车        1000            2000            7.5220                  535.970                 15580.000               00
15:17:01.803    99167896        000958          东方能源        0               1500            5.3301                  134.790                 8130.000                00
15:17:01.803    99167896        000959          首钢股份        0               300             4.4410                  2.700                   1335.000                00
